"","Age","education_level","Province","cps19_votechoice"
"732",61,"High School","Ontario",0
"733",37,"College","Saskatchewan",1
"734",74,"At or above Bachelor","Nova Scotia",1
"735",46,"At or above Bachelor","New Brunswick",1
"736",76,"At or above Bachelor","British Columbia",0
"737",55,"College","Manitoba",1
"738",59,"College","Ontario",1
"739",74,"College","British Columbia",0
"740",36,"At or above Bachelor","Ontario",1
"741",52,"At or above Bachelor","Alberta",0
"742",65,"Below high school","British Columbia",0
"743",50,"High School","Quebec",1
"744",68,"High School","Ontario",0
"745",66,"At or above Bachelor","Alberta",0
"746",57,"High School","Alberta",0
"747",68,"High School","Alberta",0
"748",75,"High School","New Brunswick",0
"749",64,"High School","Ontario",0
"750",23,"High School","British Columbia",1
"751",35,"At or above Bachelor","Saskatchewan",0
"752",62,"High School","Alberta",0
"753",73,"At or above Bachelor","British Columbia",1
"754",72,"At or above Bachelor","Alberta",0
"755",73,"At or above Bachelor","British Columbia",1
"756",65,"High School","British Columbia",0
"757",47,"High School","Nova Scotia",1
"758",71,"At or above Bachelor","Quebec",1
"759",65,"High School","Ontario",0
"760",43,"At or above Bachelor","Alberta",1
"761",65,"At or above Bachelor","British Columbia",1
"762",61,"High School","Alberta",0
"763",67,"High School","Ontario",0
"764",49,"High School","Ontario",0
"765",73,"High School","Alberta",0
"766",71,"High School","Saskatchewan",1
"767",62,"At or above Bachelor","Alberta",1
"768",37,"High School","Saskatchewan",0
"769",56,"High School","Ontario",0
"770",69,"At or above Bachelor","Ontario",1
"771",67,"High School","Quebec",1
"772",55,"College","Ontario",1
"773",62,"College","British Columbia",1
"774",52,"At or above Bachelor","Ontario",0
"775",49,"College","Ontario",0
"776",78,"High School","Ontario",0
"777",40,"High School","British Columbia",1
"778",57,"At or above Bachelor","Ontario",0
"779",75,"Below high school","Saskatchewan",0
"780",40,"At or above Bachelor","Quebec",0
"781",39,"At or above Bachelor","Alberta",0
"782",49,"High School","British Columbia",0
"783",75,"At or above Bachelor","Saskatchewan",1
"784",52,"High School","Alberta",1
"785",71,"Below high school","Ontario",0
"786",47,"College","Alberta",0
"787",64,"At or above Bachelor","Ontario",0
"788",71,"At or above Bachelor","Alberta",0
"789",66,"At or above Bachelor","Ontario",0
"790",55,"High School","Ontario",1
"791",57,"College","Ontario",1
"792",67,"High School","Quebec",1
"793",55,"College","Manitoba",1
"794",24,"High School","Quebec",1
"795",64,"College","Ontario",0
"796",35,"At or above Bachelor","Quebec",0
"797",48,"At or above Bachelor","Quebec",0
"798",59,"College","Ontario",0
"799",71,"College","British Columbia",1
"800",37,"High School","Ontario",1
"801",76,"High School","Ontario",0
"802",42,"College","Quebec",0
"803",73,"At or above Bachelor","Ontario",1
"804",77,"High School","Ontario",1
"805",65,"High School","Alberta",0
"806",68,"Below high school","Ontario",1
"807",58,"Below high school","British Columbia",1
"808",34,"At or above Bachelor","Quebec",1
"809",64,"College","Ontario",1
"810",57,"College","Alberta",1
"811",50,"College","Ontario",0
"812",49,"Below high school","Manitoba",0
"813",61,"At or above Bachelor","Ontario",1
"814",38,"High School","Quebec",1
"815",77,"High School","Ontario",1
"816",39,"At or above Bachelor","Ontario",1
"817",59,"High School","Alberta",0
"818",33,"At or above Bachelor","Ontario",0
"819",99,"High School","Quebec",0
"820",31,"At or above Bachelor","Quebec",1
"821",68,"High School","Quebec",1
"822",65,"High School","British Columbia",1
"823",61,"High School","Manitoba",1
"824",52,"College","Alberta",0
"825",77,"High School","Alberta",0
"826",65,"High School","British Columbia",1
"827",56,"College","Alberta",0
"828",68,"College","Manitoba",1
"829",54,"College","Quebec",1
"830",71,"At or above Bachelor","British Columbia",0
"831",66,"High School","Quebec",1
"832",57,"At or above Bachelor","Quebec",0
"833",64,"High School","Ontario",0
"834",65,"High School","Ontario",0
"835",64,"High School","Nova Scotia",1
"836",52,"At or above Bachelor","Ontario",1
"837",32,"At or above Bachelor","Ontario",1
"838",69,"College","Alberta",0
"839",71,"College","Quebec",1
"840",76,"College","Ontario",1
"841",57,"High School","Ontario",1
"842",67,"High School","Quebec",1
"843",52,"High School","British Columbia",0
"844",55,"High School","Alberta",0
"845",63,"College","Saskatchewan",0
"846",75,"High School","Ontario",0
"847",47,"At or above Bachelor","New Brunswick",0
"848",60,"High School","Ontario",0
"849",70,"At or above Bachelor","Quebec",0
"850",31,"At or above Bachelor","Alberta",0
"851",74,"At or above Bachelor","New Brunswick",1
"852",45,"At or above Bachelor","Ontario",0
"853",66,"High School","Quebec",1
"854",66,"At or above Bachelor","Quebec",0
"855",72,"High School","Quebec",1
"856",43,"High School","Manitoba",0
"857",65,"At or above Bachelor","Ontario",0
"858",61,"College","Ontario",1
"859",70,"College","Ontario",0
"860",33,"At or above Bachelor","New Brunswick",0
"861",28,"Below high school","Manitoba",1
"862",19,"Below high school","New Brunswick",0
"863",48,"College","Nova Scotia",1
"864",42,"At or above Bachelor","Quebec",1
"865",40,"High School","Quebec",1
"866",80,"High School","Saskatchewan",0
"867",38,"At or above Bachelor","Ontario",0
"868",70,"High School","British Columbia",0
"869",46,"High School","British Columbia",1
"870",86,"College","Ontario",0
"871",52,"College","Alberta",0
"872",51,"College","British Columbia",0
"873",50,"At or above Bachelor","Saskatchewan",0
"874",59,"College","Ontario",0
"875",54,"At or above Bachelor","Ontario",0
"876",55,"College","Ontario",1
"877",78,"At or above Bachelor","Alberta",1
"878",54,"College","British Columbia",0
"879",44,"At or above Bachelor","Ontario",1
"880",74,"College","British Columbia",0
"881",54,"High School","Alberta",0
"882",41,"High School","Ontario",0
"883",87,"At or above Bachelor","Alberta",0
"884",48,"At or above Bachelor","Ontario",0
"885",66,"At or above Bachelor","Alberta",0
"886",66,"At or above Bachelor","Ontario",1
"887",55,"At or above Bachelor","New Brunswick",0
"888",73,"At or above Bachelor","Alberta",0
"889",58,"Below high school","Manitoba",0
"890",35,"At or above Bachelor","Quebec",1
"891",60,"College","Manitoba",1
"892",40,"College","Ontario",0
"893",66,"High School","Manitoba",0
"894",63,"College","Nova Scotia",1
"895",60,"High School","British Columbia",0
"896",66,"At or above Bachelor","Quebec",1
"897",38,"High School","Quebec",0
"898",44,"College","Quebec",0
"899",64,"At or above Bachelor","British Columbia",0
"900",58,"College","Saskatchewan",0
"901",78,"High School","Quebec",0
"902",55,"High School","Alberta",1
"903",50,"At or above Bachelor","Ontario",0
"904",41,"Below high school","Ontario",1
"905",36,"College","Quebec",1
"906",69,"At or above Bachelor","British Columbia",0
"907",69,"At or above Bachelor","Manitoba",1
"908",56,"College","Alberta",0
"909",49,"High School","Ontario",0
"910",66,"College","Ontario",0
"911",56,"At or above Bachelor","Ontario",0
"912",65,"High School","Ontario",0
"913",73,"At or above Bachelor","Ontario",0
"914",41,"College","British Columbia",1
"915",76,"At or above Bachelor","Ontario",1
"916",55,"High School","Ontario",0
"917",52,"At or above Bachelor","Ontario",1
"918",30,"College","British Columbia",0
"919",40,"At or above Bachelor","Alberta",0
"920",46,"At or above Bachelor","Alberta",0
"921",71,"At or above Bachelor","Ontario",0
"922",64,"High School","Ontario",1
"923",37,"At or above Bachelor","Ontario",1
"924",52,"At or above Bachelor","Quebec",1
"925",52,"At or above Bachelor","Quebec",0
"926",63,"High School","New Brunswick",0
"927",73,"College","Alberta",0
"928",44,"At or above Bachelor","Ontario",1
"929",63,"At or above Bachelor","Alberta",0
"930",34,"High School","Ontario",0
"931",74,"At or above Bachelor","Manitoba",0
"932",59,"At or above Bachelor","Quebec",0
"933",51,"College","British Columbia",0
"934",72,"High School","Ontario",1
"935",73,"At or above Bachelor","British Columbia",0
"936",37,"At or above Bachelor","Alberta",0
"937",53,"At or above Bachelor","Ontario",1
"938",52,"At or above Bachelor","British Columbia",0
"939",64,"College","Alberta",0
"940",69,"High School","British Columbia",1
"941",55,"At or above Bachelor","Alberta",0
"942",67,"High School","Ontario",1
"943",66,"College","Ontario",0
"944",70,"College","Alberta",0
"945",56,"College","Prince Edward Island",1
"946",55,"High School","Nova Scotia",1
"947",62,"High School","British Columbia",1
"948",39,"High School","British Columbia",1
"949",70,"College","Saskatchewan",0
"950",61,"College","Ontario",0
"951",60,"High School","Ontario",1
"952",68,"High School","Quebec",1
"953",56,"College","Ontario",0
"954",71,"At or above Bachelor","Alberta",1
"955",68,"High School","Ontario",1
"956",34,"At or above Bachelor","Saskatchewan",1
"957",63,"At or above Bachelor","Quebec",1
"958",66,"At or above Bachelor","Ontario",1
"959",38,"College","British Columbia",1
"960",56,"At or above Bachelor","Ontario",1
"961",37,"College","Newfoundland and Labrador",0
"962",43,"At or above Bachelor","British Columbia",0
"963",67,"At or above Bachelor","Ontario",1
"964",63,"At or above Bachelor","Alberta",1
"965",68,"At or above Bachelor","Ontario",1
"966",21,"High School","Alberta",0
"967",60,"High School","Quebec",0
"968",66,"At or above Bachelor","Alberta",0
"969",73,"College","British Columbia",0
"970",38,"At or above Bachelor","Ontario",0
"971",69,"High School","Saskatchewan",0
"972",62,"High School","British Columbia",0
"973",65,"College","Alberta",0
"974",39,"Below high school","Quebec",1
"975",42,"High School","Quebec",1
"976",73,"At or above Bachelor","Quebec",0
"977",54,"At or above Bachelor","British Columbia",1
"978",28,"At or above Bachelor","Alberta",0
"979",47,"High School","Alberta",0
"980",61,"High School","Quebec",0
"981",66,"High School","Alberta",0
"982",63,"High School","Ontario",1
"983",34,"College","Ontario",1
"984",60,"College","Alberta",0
"985",50,"At or above Bachelor","Alberta",0
"986",64,"At or above Bachelor","Ontario",1
"987",30,"High School","Saskatchewan",0
"988",52,"At or above Bachelor","Quebec",1
"989",29,"Below high school","British Columbia",0
"990",64,"High School","Ontario",1
"991",38,"Below high school","Nova Scotia",1
"992",32,"At or above Bachelor","British Columbia",0
"993",31,"High School","British Columbia",1
"994",38,"College","Nova Scotia",1
"995",58,"High School","Quebec",0
"996",46,"At or above Bachelor","Alberta",1
"997",60,"At or above Bachelor","Quebec",1
"998",76,"High School","Alberta",0
"999",62,"At or above Bachelor","Ontario",1
"1000",56,"At or above Bachelor","Quebec",1
"1001",45,"At or above Bachelor","Alberta",0
"1002",60,"At or above Bachelor","British Columbia",1
"1003",57,"At or above Bachelor","British Columbia",0
"1004",47,"At or above Bachelor","Alberta",0
"1005",35,"At or above Bachelor","Ontario",1
"1006",54,"At or above Bachelor","Quebec",1
"1007",24,"High School","Quebec",1
"1008",77,"At or above Bachelor","Ontario",1
"1009",66,"College","British Columbia",1
"1010",45,"Below high school","Quebec",1
"1011",62,"College","Ontario",1
"1012",73,"High School","British Columbia",1
"1013",67,"At or above Bachelor","British Columbia",0
"1014",64,"High School","Ontario",1
"1015",76,"College","Ontario",1
"1016",54,"Below high school","Quebec",1
"1017",46,"High School","Ontario",0
"1018",74,"High School","Quebec",1
"1019",74,"At or above Bachelor","Ontario",1
"1020",69,"At or above Bachelor","Quebec",1
"1021",64,"High School","Alberta",0
"1022",47,"At or above Bachelor","Ontario",1
"1023",75,"At or above Bachelor","Ontario",0
"1024",63,"High School","Ontario",0
"1025",60,"College","Alberta",1
"1026",61,"High School","Ontario",1
"1027",66,"High School","Ontario",1
"1028",68,"High School","Alberta",1
"1029",51,"At or above Bachelor","British Columbia",1
"1030",55,"College","Quebec",1
"1031",72,"At or above Bachelor","Alberta",0
"1032",65,"College","Alberta",1
"1033",56,"High School","Ontario",1
"1034",76,"College","British Columbia",0
"1035",69,"At or above Bachelor","Ontario",1
"1036",71,"At or above Bachelor","Ontario",1
"1037",78,"High School","British Columbia",0
"1038",39,"At or above Bachelor","Ontario",1
"1039",36,"At or above Bachelor","Alberta",0
"1040",47,"At or above Bachelor","British Columbia",0
"1041",55,"High School","Manitoba",0
"1042",72,"Below high school","British Columbia",0
"1043",59,"College","Alberta",0
"1044",66,"College","Saskatchewan",0
"1045",48,"At or above Bachelor","Quebec",1
"1046",74,"High School","British Columbia",1
"1047",38,"High School","British Columbia",1
"1048",27,"At or above Bachelor","British Columbia",0
"1049",46,"High School","Ontario",0
"1050",66,"College","Ontario",1
"1051",39,"College","Quebec",0
"1052",50,"High School","Quebec",0
"1053",75,"High School","British Columbia",1
"1054",31,"High School","British Columbia",0
"1055",77,"At or above Bachelor","Ontario",0
"1056",79,"High School","Alberta",0
"1057",45,"College","British Columbia",0
"1058",62,"College","Alberta",0
"1059",59,"High School","Ontario",0
"1060",45,"College","Alberta",0
"1061",48,"At or above Bachelor","Ontario",0
"1062",44,"At or above Bachelor","Ontario",1
"1063",30,"High School","Quebec",1
"1064",58,"College","Quebec",0
"1065",60,"College","Alberta",0
"1066",44,"At or above Bachelor","Quebec",1
"1067",64,"High School","Quebec",1
"1068",50,"At or above Bachelor","Ontario",1
"1069",44,"At or above Bachelor","Alberta",0
"1070",56,"At or above Bachelor","British Columbia",0
"1071",77,"High School","Manitoba",1
"1072",57,"High School","Alberta",0
"1073",51,"High School","Quebec",0
"1074",60,"High School","Quebec",1
"1075",46,"At or above Bachelor","Ontario",1
"1076",34,"At or above Bachelor","Ontario",1
"1077",55,"High School","Manitoba",0
"1078",52,"High School","Ontario",1
"1079",63,"High School","Quebec",1
"1080",55,"At or above Bachelor","Newfoundland and Labrador",1
"1081",48,"College","Manitoba",1
"1082",44,"At or above Bachelor","British Columbia",0
"1083",37,"At or above Bachelor","Quebec",0
"1084",69,"High School","Ontario",0
"1085",40,"At or above Bachelor","Ontario",1
"1086",63,"High School","British Columbia",0
"1087",29,"At or above Bachelor","Alberta",0
"1088",41,"High School","Saskatchewan",0
"1089",46,"High School","Ontario",0
"1090",60,"High School","Alberta",0
"1091",53,"High School","Alberta",0
"1092",22,"High School","Ontario",0
"1093",58,"High School","British Columbia",0
"1094",32,"High School","British Columbia",0
"1095",71,"College","Quebec",0
"1096",59,"High School","Quebec",0
"1097",40,"College","Alberta",1
"1098",50,"At or above Bachelor","Ontario",0
"1099",81,"Below high school","Manitoba",0
"1100",40,"High School","Saskatchewan",0
"1101",41,"High School","New Brunswick",0
"1102",40,"At or above Bachelor","Ontario",0
"1103",63,"High School","Quebec",1
"1104",31,"Below high school","Ontario",0
"1105",34,"At or above Bachelor","Quebec",0
"1106",63,"High School","Quebec",0
"1107",53,"High School","Quebec",1
"1108",69,"High School","Alberta",0
"1109",51,"High School","Ontario",1
"1110",54,"College","British Columbia",0
"1111",32,"College","British Columbia",1
"1112",57,"At or above Bachelor","Alberta",1
"1113",52,"High School","Quebec",1
"1114",56,"College","Ontario",1
"1115",37,"High School","Alberta",0
"1116",63,"High School","Alberta",0
"1117",64,"High School","Quebec",1
"1118",56,"College","Alberta",0
"1119",71,"High School","Quebec",0
"1120",40,"At or above Bachelor","Ontario",1
"1121",70,"High School","British Columbia",1
"1122",42,"High School","Ontario",1
"1123",63,"College","British Columbia",1
"1124",40,"At or above Bachelor","New Brunswick",0
"1125",50,"College","New Brunswick",1
"1126",56,"High School","Alberta",0
"1127",40,"High School","British Columbia",0
"1128",69,"College","British Columbia",0
"1129",49,"At or above Bachelor","Saskatchewan",1
"1130",66,"Below high school","British Columbia",1
"1131",71,"College","Quebec",1
"1132",55,"High School","Ontario",1
"1133",58,"High School","Quebec",1
"1134",59,"College","British Columbia",1
"1135",61,"High School","Quebec",1
"1136",53,"At or above Bachelor","Alberta",0
